Optical Power Monitor
2.2.3110.447
Delimiter Used: ; ";"

Start of Measurement ; 1/6/2021 13:09:56
Sample Interval ; 1 s
; PM100D 18011533
Type; PM100D
Serialnumber; P0000403
Sensor; S121C
SensorSerialnumber; 18011533
Wavelength / Responsivity; 405 nm

;;;PM100D 18011533; 
Samples ;Date (MM/dd/yyyy) ;Time of day (hh:mm:ss) ;Power (W);
0; 1/6/2021; 13:09:56;-1.9093E-06
1; 1/6/2021; 13:09:58;-1.293E-06
2; 1/6/2021; 13:09:59;-1.4566E-06
3; 1/6/2021; 13:10:00;-1.4452E-06
4; 1/6/2021; 13:10:01;-1.4642E-06
5; 1/6/2021; 13:10:02;-1.5631E-06
6; 1/6/2021; 13:10:03;-1.5213E-06
7; 1/6/2021; 13:10:04;-1.5251E-06
8; 1/6/2021; 13:10:05;-1.3653E-06
9; 1/6/2021; 13:10:06;-1.4376E-06
10; 1/6/2021; 13:10:07;-1.4072E-06
11; 1/6/2021; 13:10:08;-1.4718E-06
12; 1/6/2021; 13:10:09;-1.3387E-06
13; 1/6/2021; 13:10:10;-1.4147E-06
14; 1/6/2021; 13:10:11;0.00020906
15; 1/6/2021; 13:10:12;0.00026169
16; 1/6/2021; 13:10:13;0.00026059
17; 1/6/2021; 13:10:14;0.00026117
18; 1/6/2021; 13:10:15;0.00026046
19; 1/6/2021; 13:10:16;0.0002604
20; 1/6/2021; 13:10:17;0.00026033
21; 1/6/2021; 13:10:18;0.00025961
22; 1/6/2021; 13:10:19;0.00025994
23; 1/6/2021; 13:10:20;0.00025998
24; 1/6/2021; 13:10:21;0.00025923
25; 1/6/2021; 13:10:22;0.00026033
26; 1/6/2021; 13:10:23;0.00025957
27; 1/6/2021; 13:10:24;0.00025992
28; 1/6/2021; 13:10:25;0.00025941
29; 1/6/2021; 13:10:26;0.00025971
30; 1/6/2021; 13:10:27;0.00025927
31; 1/6/2021; 13:10:28;0.00025984
32; 1/6/2021; 13:10:29;0.00025889
