Optical Power Monitor
2.2.3110.447
Delimiter Used: ; ";"

Start of Measurement ; 1/6/2021 12:45:36
Sample Interval ; 1 s
; PM100D 18011533
Type; PM100D
Serialnumber; P0000403
Sensor; S121C
SensorSerialnumber; 18011533
Wavelength / Responsivity; 488 nm

;;;PM100D 18011533; 
Samples ;Date (MM/dd/yyyy) ;Time of day (hh:mm:ss) ;Power (W);
0; 1/6/2021; 12:45:36;0.00018565
1; 1/6/2021; 12:45:38;0.0001859
2; 1/6/2021; 12:45:39;0.00018594
3; 1/6/2021; 12:45:40;0.00018609
4; 1/6/2021; 12:45:41;0.00018601
5; 1/6/2021; 12:45:42;0.00018582
6; 1/6/2021; 12:45:43;0.00018548
7; 1/6/2021; 12:45:44;0.00018554
8; 1/6/2021; 12:45:45;0.00018551
9; 1/6/2021; 12:45:46;0.00018558
10; 1/6/2021; 12:45:47;0.00018556
11; 1/6/2021; 12:45:48;0.00018548
12; 1/6/2021; 12:45:49;0.0001854
13; 1/6/2021; 12:45:50;0.00018546
14; 1/6/2021; 12:45:51;0.00018529
15; 1/6/2021; 12:45:52;0.00018549
16; 1/6/2021; 12:45:53;0.0001854
17; 1/6/2021; 12:45:54;0.00018527
18; 1/6/2021; 12:45:55;0.00018514
19; 1/6/2021; 12:45:56;0.00018533
20; 1/6/2021; 12:45:57;0.00018529
21; 1/6/2021; 12:45:58;0.00018535
22; 1/6/2021; 12:45:59;0.00018539
23; 1/6/2021; 12:46:00;0.0001853
24; 1/6/2021; 12:46:01;0.00018497
25; 1/6/2021; 12:46:02;0.00018528
26; 1/6/2021; 12:46:03;0.00018516
27; 1/6/2021; 12:46:04;0.00018533
28; 1/6/2021; 12:46:05;0.00018517
29; 1/6/2021; 12:46:06;0.0001849
30; 1/6/2021; 12:46:07;0.00018483
31; 1/6/2021; 12:46:08;0.00018516
32; 1/6/2021; 12:46:09;0.00018534
33; 1/6/2021; 12:46:10;0.00018527
34; 1/6/2021; 12:46:11;0.00018519
35; 1/6/2021; 12:46:12;0.00018518
36; 1/6/2021; 12:46:13;0.00018526
37; 1/6/2021; 12:46:14;0.00018509
38; 1/6/2021; 12:46:15;0.00018509
39; 1/6/2021; 12:46:16;0.00018508
40; 1/6/2021; 12:46:17;0.00018512
41; 1/6/2021; 12:46:18;0.0001851
42; 1/6/2021; 12:46:19;0.00018502
43; 1/6/2021; 12:46:20;0.00018498
44; 1/6/2021; 12:46:21;0.00018497
45; 1/6/2021; 12:46:22;0.00018509
46; 1/6/2021; 12:46:23;0.00018489
47; 1/6/2021; 12:46:24;0.00018476
48; 1/6/2021; 12:46:25;0.0001848
49; 1/6/2021; 12:46:26;0.00018494
50; 1/6/2021; 12:46:27;0.00018493
51; 1/6/2021; 12:46:28;0.00018468
52; 1/6/2021; 12:46:29;0.00018456
53; 1/6/2021; 12:46:30;0.00018501
54; 1/6/2021; 12:46:31;0.00018476
55; 1/6/2021; 12:46:32;0.00018503
56; 1/6/2021; 12:46:33;0.00018462
57; 1/6/2021; 12:46:34;0.00018461
58; 1/6/2021; 12:46:35;0.00018445
59; 1/6/2021; 12:46:36;0.00018444
60; 1/6/2021; 12:46:37;0.00018469
61; 1/6/2021; 12:46:38;0.00018475
62; 1/6/2021; 12:46:39;0.0001844
63; 1/6/2021; 12:46:40;0.00018478
64; 1/6/2021; 12:46:41;0.00018454
65; 1/6/2021; 12:46:42;0.00018445
66; 1/6/2021; 12:46:43;0.00018417
